,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
44659,44659,196.7258252,-0.9410368538,-0.6120426804,-0.8507546747,1.408520543,0,0
44660,44660,196.7358452,-2.054635566,0.2130269301,-2.082170105,2.932974621,0,0
44661,44661,196.7458642,-3.008870463,1.083351651,-3.002185634,4.386350515,0,0
44662,44662,196.7558842,-3.520144568,2.10655241,-3.076422761,5.127704929,0,0
44663,44663,196.7659042,-3.799196503,3.44882754,-3.103512911,5.9966739,0,0
44664,44664,196.7759242,-3.886472628,5.190513693,-3.238186274,7.247892951,0,0
44665,44665,196.7859432,-3.853785523,6.763624034,-3.107931067,8.381975212,0,0
44666,44666,196.7959632,-3.638842168,7.868977588,-3.308320118,9.279383741,0,0
44667,44667,196.8059832,-3.27518804,8.780722815,-3.711627724,10.07988741,0,0
44668,44668,196.8160022,-2.822743649,9.647456176,-3.863407117,10.76880713,0,0
44669,44669,196.8260222,-2.396839477,10.43796991,-3.668801255,11.32060767,0,0
44670,44670,196.8360422,-2.066948926,11.2068203,-3.394415106,11.89063299,0,0
44671,44671,196.8460622,-1.842138102,11.97995085,-3.221564394,12.54157774,0,0
44672,44672,196.8560812,-1.769118365,12.68518353,-3.066201828,13.1698616,0,0
44673,44673,196.8661012,-1.904774353,13.27634054,-2.978387466,13.73900197,0,0
44674,44674,196.8761212,-2.218762524,13.63170273,-2.883431023,14.10887667,0,0
44675,44675,196.8861402,-2.708242887,13.72308886,-2.739372586,14.25348763,0,0
44676,44676,196.8961602,-3.22597875,13.52518517,-2.625353635,14.15026694,0,0
44677,44677,196.9061802,-3.632968348,12.96842265,-2.555620911,13.70801384,0,0
44678,44678,196.9161992,-3.831446821,12.20944704,-2.60430132,13.05882718,0,0
44679,44679,196.9262192,-3.756382897,11.32423823,-2.793286838,12.25362132,0,0
44680,44680,196.9362392,-3.440187402,10.41352855,-2.985632751,11.36619854,0,0
44681,44681,196.9462592,-3.024756763,9.440966433,-2.900149382,10.32917553,0,0
44682,44682,196.9562782,-2.683465018,8.364001696,-2.649610224,9.174853852,0,0
44683,44683,196.9662982,-2.587456953,7.19959945,-2.247839705,7.973829009,0,0
44684,44684,196.9763182,-2.652642883,5.997858054,-1.998034373,6.855870248,0,0
44685,44685,196.9863372,-2.715179731,4.626962557,-1.933246931,5.702493066,0,0
44686,44686,196.9963572,-2.550347891,2.982845383,-1.720254499,4.284964001,0,0
44687,44687,197.0063772,-2.091501969,0.9237723649,-1.136968864,2.553514062,0,0
44688,44688,197.0163972,-1.219609756,-1.685870386,0.3857055871,2.116217313,0,0
44689,44689,197.0264162,0.7843688965,-5.46345061,3.022348588,6.292783019,0,0
44690,44690,197.0364362,4.518245861,-14.33695061,10.33680606,18.24314277,0,0
44691,44691,197.0464562,6.824064363,-32.35111223,17.85173533,37.57454952,0,0
44692,44692,197.0564752,7.738133274,-36.66939794,4.331922288,37.72650265,0,0
44693,44693,197.0664952,5.698724442,-26.09268062,-4.605696818,27.10195353,0,0
44694,44694,197.0765152,-0.3490483689,-18.01824181,10.03143289,20.62543378,0,0
44695,44695,197.0865342,-1.882200885,-14.87160247,11.80356257,19.07960507,0,0
44696,44696,197.0965542,-2.459379249,-14.06963111,5.317363189,15.24065016,0,0
44697,44697,197.1065742,-4.249613957,-13.95929649,2.067360862,14.73754248,0,0
44698,44698,197.1165942,-6.278401614,-15.31596513,2.864587493,16.79889807,0,0
44699,44699,197.1266132,-6.172819026,-13.81124616,2.329580417,15.30624579,0,0
44700,44700,197.1366332,-3.301649906,-11.16800882,0.8508809745,11.67687079,0,0
44701,44701,197.1466532,-0.1009834608,-9.26201766,0.3089347154,9.267718676,0,0
44702,44702,197.1566722,2.192680142,-7.574058648,-0.08369879901,7.885506712,0,0
44703,44703,197.1666922,3.884740391,-5.690157686,0.8072616228,6.936913847,0,0
44704,44704,197.1767122,4.819854892,-3.664900285,2.151988783,6.426005836,0,0
44705,44705,197.1867322,5.034195399,-1.759476891,2.871648299,6.056834668,0,0
44706,44706,197.1967512,4.455328359,-0.3520877516,2.636095555,5.188729743,0,0
44707,44707,197.2067712,3.249243359,0.5379988039,1.846992753,3.776030634,0,0
44708,44708,197.2167912,2.212904784,1.220334372,0.6928991479,2.620357378,0,0
44709,44709,197.2268102,1.104012203,2.359298891,-0.3253414178,2.625067854,0,0
44710,44710,197.2368302,-0.03996835023,4.003340635,-1.240514867,4.191325667,0,0
44711,44711,197.2468502,-1.065220166,5.702292413,-1.962127645,6.123787852,0,0
44712,44712,197.2568692,-1.930302127,7.422300013,-2.316801912,8.011502661,0,0
44713,44713,197.2668892,-2.662668226,9.11449124,-2.492223937,9.817073535,0,0
44714,44714,197.2769092,-3.384257615,10.65071267,-2.812827648,11.52401316,0,0
44715,44715,197.2869292,-3.98607293,11.88815424,-3.379416997,12.9860482,0,0
44716,44716,197.2969482,-4.487221119,12.98325353,-4.092890743,14.33358923,0,0
44717,44717,197.3069682,-4.85868976,13.80808165,-4.594192421,15.34198778,0,0
44718,44718,197.3169882,-4.995304983,14.29709716,-4.849305271,15.9020697,0,0
44719,44719,197.3270072,-4.856680072,14.4839882,-4.912417193,16.04696539,0,0
44720,44720,197.3370272,-4.462369868,14.36120837,-4.818737782,15.79168403,0,0
44721,44721,197.3470472,-4.047343272,14.11331683,-4.678963015,15.40971753,0,0
44722,44722,197.3570672,-3.595110843,13.80237594,-4.351623604,14.91197611,0,0
44723,44723,197.3670862,-3.018539127,13.33570615,-3.933130193,14.22751384,0,0
44724,44724,197.3771062,-2.367013122,12.78002069,-3.471825224,13.45307586,0,0
44725,44725,197.3871262,-1.692345301,12.17268677,-3.092038627,12.6727676,0,0
44726,44726,197.3971452,-1.082862239,11.47933095,-2.817312462,11.86949364,0,0
44727,44727,197.4071652,-0.5408749031,10.65525946,-2.702878944,11.0060281,0,0
44728,44728,197.4171852,-0.05495330215,9.697339357,-2.739323469,10.07696897,0,0
44729,44729,197.4272052,0.3149015066,8.598704254,-2.783550054,9.043507545,0,0
44730,44730,197.4372242,0.5482589132,7.380908743,-2.747009634,7.89458445,0,0
44731,44731,197.4472442,0.6535508949,6.034117223,-2.647034818,6.621517406,0,0
44732,44732,197.4572642,0.6135275808,4.479389359,-2.525694276,5.178848974,0,0
44733,44733,197.4672832,0.4655561873,2.486482848,-2.253824476,3.388076783,0,0
44734,44734,197.4773032,0.2703933781,-0.154648329,-1.368194668,1.403205379,0,0
44735,44735,197.4873232,0.0670544073,-3.93865055,0.3310176024,3.953104742,0,0
44736,44736,197.4973422,-0.0526731804,-13.87837922,10.55538434,17.43640796,0,0
44737,44737,197.5073622,-1.247625374,-34.13825523,27.02138452,43.55608179,0,0
44738,44738,197.5173822,3.374912887,-31.1688216,4.833346173,31.72139203,0,0
44739,44739,197.5274022,11.35673589,-25.80195705,-8.616579192,29.47815929,0,0
44740,44740,197.5374212,10.3681144,-18.74435841,4.501156788,21.88856278,0,0
44741,44741,197.5474412,5.679951956,-11.95392723,11.03456366,17.23136169,0,0
44742,44742,197.5574612,4.889469211,-10.67346067,8.197139118,14.31861591,0,0
44743,44743,197.5674802,5.069616662,-10.75373125,5.462218602,13.08356148,0,0
44744,44744,197.5775002,5.122256806,-11.25982297,5.264616042,13.44385771,0,0
44745,44745,197.5875202,5.374040251,-11.84063041,5.4913506,14.1150901,0,0
44746,44746,197.5975392,5.394495565,-11.66357204,4.647671641,13.66529717,0,0
44747,44747,197.6075592,4.434304987,-10.42942479,3.316262975,11.80819894,0,0
44748,44748,197.6175792,3.400224314,-9.139327288,2.328252368,10.02544701,0,0
44749,44749,197.6275992,2.821903988,-7.906954669,1.663059229,8.558553631,0,0
44750,44750,197.6376182,2.195776535,-6.149207969,1.069494919,6.616495494,0,0
44751,44751,197.6476382,1.397438786,-4.521351902,0.6401167707,4.775479836,0,0
44752,44752,197.6576582,0.7357978302,-3.182001548,0.300207746,3.279734287,0,0
44753,44753,197.6676772,0.3193974307,-1.833448262,-0.04420787394,1.861585772,0,0
44754,44754,197.6776972,-0.1612213303,-0.2583422667,-0.7163431205,0.778383267,0,0
44755,44755,197.6877172,-0.6287943685,1.247127483,-1.734529161,2.226948748,0,0
44756,44756,197.6977372,-0.9211573438,2.772636811,-2.687106079,3.969456489,0,0
44757,44757,197.7077562,-1.119370938,4.318440655,-3.220655152,5.502230511,0,0
44758,44758,197.7177762,-1.233039494,5.75095645,-3.524571787,6.856857353,0,0
44759,44759,197.7277962,-1.155011325,7.111829819,-3.756505104,8.125484917,0,0
44760,44760,197.7378152,-1.014884264,8.428696459,-3.842695402,9.318756463,0,0
44761,44761,197.7478352,-1.070801187,9.670331068,-3.734590909,10.42156838,0,0
44762,44762,197.7578552,-1.299799787,10.81813482,-3.684549853,11.50206191,0,0
44763,44763,197.7678742,-1.521822366,11.71558887,-3.52024017,12.32732967,0,0
44764,44764,197.7778942,-1.696623854,12.32962604,-3.09539376,12.82496289,0,0
44765,44765,197.7879142,-1.83951928,12.79897736,-2.664549276,13.20217692,0,0
44766,44766,197.7979342,-2.021368125,13.20498696,-2.344457488,13.56296762,0,0
44767,44767,197.8079532,-2.20849686,13.54679297,-2.241730095,13.90749481,0,0
44768,44768,197.8179732,-2.47743779,13.7457936,-2.269105151,14.15038437,0,0
44769,44769,197.8279932,-2.707428077,13.74679114,-2.385523799,14.21250003,0,0
44770,44770,197.8380122,-2.976198269,13.46395664,-2.59632104,14.03127818,0,0
44771,44771,197.8480322,-3.156780168,12.83840396,-2.728865724,13.49950316,0,0
44772,44772,197.8580522,-3.274501576,12.01292797,-2.785675517,12.75902767,0,0
44773,44773,197.8680722,-3.28189772,11.07449313,-2.748771985,11.87312083,0,0
44774,44774,197.8780912,-3.183067203,10.06587182,-2.678303096,10.89160226,0,0
44775,44775,197.8881112,-3.040346025,9.005935342,-2.497993677,9.828049031,0,0
44776,44776,197.8981312,-2.947842196,7.874401465,-2.247114942,8.703188933,0,0
44777,44777,197.9081502,-2.788814887,6.626462388,-2.188236404,7.515042968,0,0
44778,44778,197.9181702,-2.559004694,5.01543987,-1.906745449,5.944646358,0,0
44779,44779,197.9281902,-2.195284053,2.923261671,-0.9402411939,3.774756201,0,0
44780,44780,197.9382102,-1.471865802,0.4536831236,-0.3253379095,1.574186161,0,0
44781,44781,197.9482292,-0.07309326544,-2.481218015,0.1303791681,2.485716032,0,0
44782,44782,197.9582492,2.295080822,-6.70711011,3.624147238,7.961605693,0,0
44783,44783,197.9682692,5.408623023,-16.11341308,14.44296765,22.30458694,0,0
44784,44784,197.9782882,6.936104032,-24.91982739,14.33509237,29.57367426,0,0
44785,44785,197.9883082,11.00263787,-28.09136184,3.452358089,30.366123,0,0
44786,44786,197.9983282,10.76460239,-32.83425363,0.05659870863,34.5538432,0,0
44787,44787,198.0083472,0.2348532705,-25.34008783,11.99171895,28.03527297,0,0
44788,44788,198.0183672,-3.832225378,-17.63122864,11.6978531,21.5031612,0,0
44789,44789,198.0283872,-3.836692066,-14.48374379,8.033169158,17.00090724,0,0
44790,44790,198.0384072,-4.660471488,-12.56917711,5.296372855,14.41373557,0,0
44791,44791,198.0484262,-5.371680315,-11.45422535,2.773182941,12.95163199,0,0
44792,44792,198.0584462,-5.031602159,-10.74281216,0.8251684284,11.89142281,0,0
44793,44793,198.0684662,-3.679869742,-10.08173882,0.2949392585,10.73638152,0,0
44794,44794,198.0784852,-1.900870021,-8.633429698,-0.1209883936,8.841043682,0,0
44795,44795,198.0885052,-0.2286242317,-6.636226653,-0.3331277163,6.64851467,0,0
44796,44796,198.0985252,0.8744810678,-4.503992103,-0.2848525192,4.596934083,0,0
44797,44797,198.1085452,1.415699641,-3.00342232,-0.1288033435,3.322851397,0,0
44798,44798,198.1185642,1.8464073,-1.650370186,0.02241617829,2.476579123,0,0
44799,44799,198.1285842,2.122874035,-0.4523610681,0.343972401,2.197621832,0,0
44800,44800,198.1386042,2.267389724,1.033841522,0.3090548757,2.511055429,0,0
44801,44801,198.1486232,2.217973296,2.727758262,-1.828956724,3.962972795,0,0
44802,44802,198.1586432,1.374403388,4.367492947,-2.41304562,5.175593539,0,0
44803,44803,198.1686632,0.1742791861,5.969318379,-2.730421668,6.566455485,0,0
44804,44804,198.1786822,-1.321473369,7.529843758,-2.933864427,8.188552946,0,0
44805,44805,198.1887022,-2.306722189,9.215055163,-3.080790339,9.986464741,0,0
44806,44806,198.1987222,-2.993577071,10.77212893,-3.557665274,11.73274254,0,0
44807,44807,198.2087422,-3.712971414,12.05451571,-4.191583557,13.29160932,0,0
44808,44808,198.2187612,-4.189033002,12.57081666,-4.712492704,14.06346389,0,0
44809,44809,198.2287812,-4.32420484,12.65339572,-4.826200875,14.21616635,0,0
44810,44810,198.2388012,-4.216422237,12.63733225,-4.760871104,14.14730634,0,0
44811,44811,198.2488202,-3.989740012,12.64085227,-4.783502752,14.09223439,0,0
44812,44812,198.2588402,-3.65229398,12.61352122,-4.810969171,13.98519193,0,0
44813,44813,198.2688602,-3.281639273,12.327155,-4.547541873,13.5428226,0,0
44814,44814,198.2788802,-2.929318509,12.00703749,-4.213044593,13.05754957,0,0
44815,44815,198.2888992,-2.563569615,11.76606905,-3.796757629,12.6264658,0,0
44816,44816,198.2989192,-2.169331333,11.5397631,-3.353889223,12.21149883,0,0
44817,44817,198.3089392,-1.722911328,11.29145173,-3.047723749,11.82175645,0,0
44818,44818,198.3189582,-1.282447882,11.00798339,-2.834257109,11.43911641,0,0
44819,44819,198.3289782,-0.8574991456,10.62323426,-2.694913282,10.99322376,0,0
44820,44820,198.3389982,-0.4406786236,10.02776434,-2.767365546,10.4119435,0,0
44821,44821,198.3490182,-0.1062974104,9.193835033,-2.777065492,9.60468607,0,0
44822,44822,198.3590372,0.04033292413,8.225251361,-2.430997449,8.577070321,0,0
44823,44823,198.3690572,0.02975194886,7.165907208,-1.893649002,7.411951014,0,0
44824,44824,198.3790772,0.002588416189,5.904501409,-1.20111472,6.025431118,0,0
44825,44825,198.3890962,-0.01348265603,4.121001817,-0.9653824671,4.232587987,0,0
44826,44826,198.3991162,-0.1533506857,1.52362477,-0.9741848655,1.81493389,0,0
44827,44827,198.4091362,-0.2642698815,-1.956139804,-0.9871094048,2.206967711,0,0
44828,44828,198.4191552,-0.2811950858,-7.610835296,2.252849599,7.942242498,0,0
44829,44829,198.4291752,-0.6715658739,-22.57465654,14.62703098,26.90754827,0,0
44830,44830,198.4391952,0.5330646309,-36.63468653,15.78345704,39.89363271,0,0
44831,44831,198.4492152,7.333774338,-34.96126019,-4.50962151,36.00570296,0,0
44832,44832,198.4592342,8.972887464,-27.07697049,-2.581412686,28.64155603,0,0
44833,44833,198.4692542,4.184016091,-16.53250057,10.03468862,19.78697908,0,0
44834,44834,198.4792742,3.091126462,-12.59617955,9.832034647,16.27537119,0,0
44835,44835,198.4892932,3.528579761,-11.01116895,7.316755432,13.68326083,0,0
44836,44836,198.4993132,3.560831833,-9.729564532,7.477259163,12.77706359,0,0
44837,44837,198.5093332,4.531960798,-9.799987813,7.539759466,13.16914586,0,0
44838,44838,198.5193532,7.053660548,-10.53281175,6.612995081,14.29776047,0,0
44839,44839,198.5293722,9.135429534,-9.878555095,4.602618552,14.22061957,0,0
44840,44840,198.5393922,8.57823783,-8.280257288,2.901841858,12.27067688,0,0
44841,44841,198.5494122,7.287839781,-6.010727191,1.537025419,9.570992487,0,0
44842,44842,198.5594312,5.776101816,-3.812160072,1.057658108,7.001039728,0,0
44843,44843,198.5694512,3.769992584,-2.150413544,1.054419043,4.466421612,0,0
44844,44844,198.5794712,2.031956994,-0.78816257,0.5513301632,2.248113523,0,0
44845,44845,198.5894902,0.6374502942,0.2311725944,-0.06224770367,0.680924682,0,0
44846,44846,198.5995102,-0.4489079949,1.372304091,-0.5310505575,1.538425039,0,0
44847,44847,198.6095302,-1.257503368,2.060861682,-1.364696864,2.773240545,0,0
44848,44848,198.6195498,-1.748589376,2.847103441,-2.104387186,3.948671705,0,0
44849,44849,198.6295688,-2.029979612,3.976204877,-3.124828351,5.449364612,0,0
44850,44850,198.6395888,-2.295499482,4.911433107,-3.858283202,6.654159774,0,0
44851,44851,198.6496088,-2.534771494,5.732164083,-4.367234208,7.639077577,0,0
44852,44852,198.6596278,-2.720313587,6.788619711,-4.637316514,8.659686371,0,0
44853,44853,198.6696478,-2.898828788,8.155934958,-4.784909008,9.890290067,0,0
44854,44854,198.6796678,-3.022637148,9.599666297,-4.832815538,11.16449884,0,0
44855,44855,198.6896878,-3.018184201,10.82511055,-4.741450455,12.19728686,0,0
44856,44856,198.6997068,-2.962953156,11.83975332,-4.427257923,12.98304521,0,0
44857,44857,198.7097268,-2.853117303,12.55757038,-4.035659658,13.49516214,0,0
44858,44858,198.7197468,-2.706865575,12.9679081,-3.633773802,13.73674174,0,0
44859,44859,198.7297658,-2.657910932,13.15601068,-3.395824285,13.84473655,0,0
44860,44860,198.7397858,-2.67781193,13.06366678,-3.18398317,13.71013549,0,0
44861,44861,198.7498058,-2.768925291,12.75867016,-2.933348118,13.38114878,0,0
44862,44862,198.7598258,-2.919046998,12.35174956,-2.707564902,12.97757529,0,0
44863,44863,198.7698448,-3.040764978,11.85586357,-2.634188193,12.51985224,0,0
44864,44864,198.7798648,-3.134343233,11.29700775,-2.608824141,12.01051435,0,0
44865,44865,198.7898848,-3.150613695,10.66504419,-2.373603665,11.37117094,0,0
44866,44866,198.7999038,-3.081704258,9.680551416,-2.061898539,10.36635917,0,0
44867,44867,198.8099238,-2.959731925,8.426000893,-2.242843551,9.208031891,0,0
44868,44868,198.8199438,-2.871527261,7.087253387,-2.461636859,8.033335883,0,0
44869,44869,198.8299628,-2.733171321,5.664417658,-1.969460638,6.590495283,0,0
44870,44870,198.8399828,-2.511998928,3.927695791,-1.316498411,4.84459502,0,0
44871,44871,198.8500028,-2.081180171,1.981570514,-0.4291862136,2.905534962,0,0
44872,44872,198.8600228,-1.191317857,-0.3116104013,-0.5596966517,1.352626933,0,0
44873,44873,198.8700418,0.6492356497,-3.447363982,-0.9317234087,3.629591418,0,0
44874,44874,198.8800618,4.358778841,-8.574867495,-0.1519738126,9.620311927,0,0
44875,44875,198.8900818,11.02230205,-22.31311526,12.44651655,27.8259237,0,0
44876,44876,198.9001008,13.01275624,-37.46917542,20.51196702,44.65435838,0,0
44877,44877,198.9101208,7.89896094,-26.46831511,-4.674008669,28.01448992,0,0
44878,44878,198.9201408,2.062749163,-18.93781821,3.896768113,19.44429722,0,0
44879,44879,198.9301608,-1.894273923,-17.45203487,14.08699734,22.50789393,0,0
44880,44880,198.9401798,-1.94881982,-15.84056329,9.959328532,18.81248438,0,0
44881,44881,198.9501998,-2.446992946,-13.47178372,6.462462022,15.14067853,0,0
44882,44882,198.9602198,-4.059979105,-11.05404659,4.022301694,12.44404625,0,0
44883,44883,198.9702388,-4.316197955,-9.557614292,1.700114204,10.62393261,0,0
44884,44884,198.9802588,-3.279521996,-8.727754058,1.470066614,9.438752633,0,0
44885,44885,198.9902788,-1.853217114,-7.837038342,2.014921862,8.301415166,0,0
44886,44886,199.0002978,-0.7367300226,-6.500831451,1.714668801,6.76340667,0,0
44887,44887,199.0103178,0.05837114587,-5.060520149,1.387369735,5.247577169,0,0
44888,44888,199.0203378,0.6074365363,-3.637245294,1.534234543,3.994046583,0,0
44889,44889,199.0303578,1.123044305,-2.461721644,1.667398447,3.178288776,0,0
44890,44890,199.0403768,1.62126567,-1.608429278,1.706897559,2.851148258,0,0
44891,44891,199.0503968,1.839849502,-0.6460834157,1.498360705,2.459177662,0,0
44892,44892,199.0604168,1.760437443,0.6094161111,0.9471200046,2.089871835,0,0
44893,44893,199.0704358,1.598958396,1.837371159,0.2420457843,2.447690113,0,0
44894,44894,199.0804558,0.9005451778,3.08930213,-0.6680367869,3.28649394,0,0
44895,44895,199.0904758,-0.3725019895,4.706927909,-1.704296425,5.019816169,0,0
44896,44896,199.1004958,-1.41555653,6.489233499,-2.650994553,7.151344196,0,0
44897,44897,199.1105148,-2.194743624,8.124700887,-3.546485397,9.132645988,0,0
44898,44898,199.1205348,-2.930839078,9.575224936,-3.922169003,10.75444838,0,0
44899,44899,199.1305548,-3.777775228,10.74791912,-3.920806017,12.04832233,0,0
44900,44900,199.1405738,-4.62737654,11.64342604,-3.995288142,13.15082929,0,0
44901,44901,199.1505938,-5.165636129,12.3409708,-4.425219876,14.0913423,0,0
44902,44902,199.1606138,-5.34554443,12.96857234,-5.001830476,14.89217989,0,0
44903,44903,199.1706338,-5.317077261,13.59049623,-5.413534684,15.56532223,0,0
44904,44904,199.1806528,-5.224386029,14.04639662,-5.731824945,16.04522622,0,0
44905,44905,199.1906728,-4.974318157,14.22326671,-5.854427608,16.16537904,0,0
44906,44906,199.2006928,-4.58590107,14.10005769,-5.594543431,15.84742981,0,0
